[ 2015-02-11T00:00:37+08:00 ] /thinkphpTest/admin.php/Memo/index | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.001916s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002154s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001201s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001347s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000850s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000991s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.027419s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027619s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.001067s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.001139s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000935s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.005494s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.009302s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001462s ]
[ 2015-02-11T17:31:19+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001702s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.002751s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.003211s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001030s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001158s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000469s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000553s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.013423s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.013516s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000457s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000600s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000340s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001919s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003613s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000806s ]
[ 2015-02-11T17:31:20+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000928s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.002359s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002769s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001119s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001268s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000653s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000757s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012551s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012648s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000482s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000507s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000429s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003442s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005245s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000620s ]
[ 2015-02-11T17:31:21+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000705s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.001713s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.001925s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001143s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001281s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000795s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000935s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.022887s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.023042s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000807s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000790s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000500s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002556s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.005039s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000930s ]
[ 2015-02-11T17:31:22+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001056s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.002618s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002962s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001685s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001927s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001205s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001472s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.027115s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.027278s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000576s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000539s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000335s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001762s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003491s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000744s ]
[ 2015-02-11T17:31:24+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000858s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.002423s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002813s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001634s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001855s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000807s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000980s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.021295s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.021491s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.001046s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.001290s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.001175s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.003224s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.007525s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.001011s ]
[ 2015-02-11T17:31:25+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.001182s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.002574s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002993s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001611s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001863s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.001115s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.001343s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.031776s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.031968s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000754s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000759s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000326s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001833s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.004001s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000627s ]
[ 2015-02-11T17:31:26+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000739s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.002309s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002635s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001433s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.001601s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000467s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000550s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.012718s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.012810s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000465s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000479s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000347s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.002288s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003878s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000732s ]
[ 2015-02-11T17:31:27+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --END-- [ RunTime:0.000852s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --START--
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run CheckRoute Behavior [ RunTime:0.001647s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ route_check ] --END-- [ RunTime:0.002019s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --START--
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001781s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002035s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined index:  login_user IndexAction.class.php 第 10 行.
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --START--
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run LocationTemplate Behavior [ RunTime:0.000515s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_template ] --END-- [ RunTime:0.000610s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --START--
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | NOTIC: [8] Undefined variable: error fb6b3aae07e58719bb4aa97d8ea4810a.php 第 25 行.
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ParseTemplate Behavior [ RunTime:0.017261s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_parse ] --END-- [ RunTime:0.017396s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --START--
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ContentReplace Behavior [ RunTime:0.000753s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run TokenBuild Behavior [ RunTime:0.000743s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000433s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowRuntime Behavior [ RunTime:0.001655s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_filter ] --END-- [ RunTime:0.003914s ]
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Tag[ view_end ] --START--
[ 2015-02-11T17:31:28+08:00 ] /thinkphpTest/admin.php/ | INFO: Run ShowPageTrace Behavior [ RunTime:0.000618s ]
